fecha,sucursal,ciudad,producto,categoria,cantidad,precio_unitario,descuento,total
2025-02-27,Centro,Culiacán,Lentes bifocales,Lentes,1,1490,0,1490
2025-02-27,Mazatlán Dorado,Mazatlán,Lentes progresivos,Lentes,3,2490,0,7470
2025-02-28,Galerías,Culiacán,Solución 360ml,Accesorios,3,120,0.1,324.0
2025-02-28,Mazatlán Centro,Mazatlán,Armazón premium,Armazones,1,890,0,890
2025-02-28,Plaza Fiesta,Culiacán,Solución 360ml,Accesorios,1,120,0.1,108.0
2025-02-28,Galerías,Culiacán,Armazón premium,Armazones,2,890,0,1780
2025-02-28,Guasave,Guasave,Lentes progresivos,Lentes,2,2490,0,4980
2025-02-28,Centro,Culiacán,Lentes progresivos,Lentes,2,2490,0.15,4233.0
2025-02-28,Mazatlán Centro,Mazatlán,Consulta visual,Servicios,3,99,0.1,267.3
2025-02-28,Centro,Culiacán,Lentes monofocales,Lentes,2,890,0.15,1513.0
2025-02-28,Centro,Culiacán,Armazón premium,Armazones,1,890,0,890
2025-02-28,Tres Ríos,Culiacán,Lentes monofocales,Lentes,1,890,0,890
2025-03-01,Centro,Culiacán,Consulta visual,Servicios,3,99,0.1,267.3
2025-03-01,Forum,Culiacán,Lentes bifocales,Lentes,2,1490,0.15,2533.0
2025-03-01,Guasave,Guasave,Microfibra,Accesorios,3,45,0,135
2025-03-02,Los Mochis,Los Mochis,Estuche rígido,Accesorios,2,80,0,160
2025-03-02,Forum,Culiacán,Armazón de diseñador,Armazones,3,1650,0.05,4702.5
2025-03-02,Guasave,Guasave,Estuche rígido,Accesorios,1,80,0.05,76.0
2025-03-03,Guasave,Guasave,Microfibra,Accesorios,1,45,0,45
2025-03-03,Los Mochis,Los Mochis,Solución 360ml,Accesorios,3,120,0.05,342.0
2025-03-03,Galerías,Culiacán,Gotas lubricantes,Accesorios,3,95,0.05,270.75
2025-03-03,Mazatlán Centro,Mazatlán,Armazón de diseñador,Armazones,3,1650,0.15,4207.5
2025-03-03,Tres Ríos,Culiacán,Armazón básico,Armazones,2,350,0.05,665.0
2025-03-03,Mazatlán Centro,Mazatlán,Microfibra,Accesorios,1,45,0.1,40.5
2025-03-03,Plaza Fiesta,Culiacán,Lentes progresivos,Lentes,1,2490,0.1,2241.0
2025-03-03,Guasave,Guasave,Solución 360ml,Accesorios,2,120,0.15,204.0
2025-03-03,Forum,Culiacán,Consulta visual,Servicios,2,99,0,198
2025-03-04,Tres Ríos,Culiacán,Microfibra,Accesorios,1,45,0,45
2025-03-04,Los Mochis,Los Mochis,Armazón básico,Armazones,2,350,0,700
2025-03-04,Forum,Culiacán,Armazón premium,Armazones,2,890,0,1780
2025-03-04,Tres Ríos,Culiacán,Solución 360ml,Accesorios,2,120,0.1,216.0
2025-03-04,Tres Ríos,Culiacán,Lentes monofocales,Lentes,3,890,0,2670
2025-03-04,Guasave,Guasave,Lentes monofocales,Lentes,3,890,0,2670
2025-03-04,Mazatlán Dorado,Mazatlán,Armazón premium,Armazones,1,890,0.1,801.0
2025-03-04,Forum,Culiacán,Armazón básico,Armazones,1,350,0,350
2025-03-04,Galerías,Culiacán,Estuche rígido,Accesorios,1,80,0,80
2025-03-05,Centro,Culiacán,Lentes progresivos,Lentes,3,2490,0.05,7096.5
2025-03-05,Tres Ríos,Culiacán,Lentes bifocales,Lentes,1,1490,0.05,1415.5
2025-03-05,Guasave,Guasave,Lentes monofocales,Lentes,3,890,0.05,2536.5
2025-03-05,Mazatlán Centro,Mazatlán,Microfibra,Accesorios,2,45,0.15,76.5
2025-03-05,Guasave,Guasave,Armazón premium,Armazones,3,890,0,2670
2025-03-06,Centro,Culiacán,Microfibra,Accesorios,1,45,0.1,40.5
2025-03-06,Mazatlán Centro,Mazatlán,Lentes monofocales,Lentes,2,890,0.15,1513.0
2025-03-06,Tres Ríos,Culiacán,Armazón premium,Armazones,2,890,0,1780
2025-03-06,Plaza Fiesta,Culiacán,Lentes monofocales,Lentes,1,890,0.1,801.0
2025-03-07,Tres Ríos,Culiacán,Lentes progresivos,Lentes,1,2490,0.05,2365.5
2025-03-07,Tres Ríos,Culiacán,Microfibra,Accesorios,3,45,0,135
2025-03-07,Los Mochis,Los Mochis,Estuche rígido,Accesorios,2,80,0,160
2025-03-07,Plaza Fiesta,Culiacán,Armazón de diseñador,Armazones,3,1650,0,4950
2025-03-08,Galerías,Culiacán,Gotas lubricantes,Accesorios,3,95,0.15,242.25
2025-03-08,Mazatlán Centro,Mazatlán,Gotas lubricantes,Accesorios,2,95,0.1,171.0
2025-03-08,Tres Ríos,Culiacán,Armazón premium,Armazones,1,890,0.15,756.5
2025-03-09,Centro,Culiacán,Gotas lubricantes,Accesorios,2,95,0,190
2025-03-09,Mazatlán Dorado,Mazatlán,Armazón básico,Armazones,3,350,0.15,892.5
2025-03-09,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,3,95,0.15,242.25
2025-03-09,Galerías,Culiacán,Estuche rígido,Accesorios,3,80,0.05,228.0
2025-03-09,Forum,Culiacán,Solución 360ml,Accesorios,2,120,0,240
2025-03-09,Tres Ríos,Culiacán,Solución 360ml,Accesorios,2,120,0.1,216.0
2025-03-09,Mazatlán Dorado,Mazatlán,Lentes progresivos,Lentes,1,2490,0.15,2116.5
2025-03-09,Mazatlán Dorado,Mazatlán,Lentes bifocales,Lentes,2,1490,0,2980
2025-03-09,Guasave,Guasave,Microfibra,Accesorios,3,45,0.05,128.25
2025-03-09,Mazatlán Centro,Mazatlán,Solución 360ml,Accesorios,2,120,0.1,216.0
2025-03-10,Centro,Culiacán,Solución 360ml,Accesorios,3,120,0.05,342.0
2025-03-10,Mazatlán Dorado,Mazatlán,Consulta visual,Servicios,2,99,0,198
2025-03-10,Plaza Fiesta,Culiacán,Armazón básico,Armazones,1,350,0.1,315.0
2025-03-10,Plaza Fiesta,Culiacán,Armazón premium,Armazones,1,890,0,890
2025-03-10,Mazatlán Dorado,Mazatlán,Armazón de diseñador,Armazones,3,1650,0.1,4455.0
2025-03-11,Plaza Fiesta,Culiacán,Gotas lubricantes,Accesorios,3,95,0,285
2025-03-11,Galerías,Culiacán,Gotas lubricantes,Accesorios,3,95,0.05,270.75
2025-03-11,Tres Ríos,Culiacán,Lentes progresivos,Lentes,1,2490,0,2490
2025-03-11,Los Mochis,Los Mochis,Estuche rígido,Accesorios,1,80,0.05,76.0
2025-03-11,Los Mochis,Los Mochis,Solución 360ml,Accesorios,1,120,0,120
2025-03-11,Mazatlán Dorado,Mazatlán,Estuche rígido,Accesorios,2,80,0.15,136.0
2025-03-11,Plaza Fiesta,Culiacán,Lentes bifocales,Lentes,2,1490,0,2980
2025-03-11,Mazatlán Centro,Mazatlán,Microfibra,Accesorios,3,45,0,135
2025-03-11,Galerías,Culiacán,Lentes progresivos,Lentes,1,2490,0.1,2241.0
2025-03-11,Guasave,Guasave,Lentes monofocales,Lentes,3,890,0,2670
2025-03-12,Tres Ríos,Culiacán,Lentes monofocales,Lentes,3,890,0.05,2536.5
2025-03-12,Plaza Fiesta,Culiacán,Armazón premium,Armazones,2,890,0.05,1691.0
2025-03-12,Mazatlán Dorado,Mazatlán,Microfibra,Accesorios,1,45,0,45
2025-03-12,Plaza Fiesta,Culiacán,Armazón básico,Armazones,2,350,0.1,630.0
2025-03-12,Galerías,Culiacán,Lentes progresivos,Lentes,3,2490,0.15,6349.5
2025-03-12,Mazatlán Dorado,Mazatlán,Lentes bifocales,Lentes,1,1490,0.15,1266.5
2025-03-12,Forum,Culiacán,Solución 360ml,Accesorios,2,120,0,240
2025-03-12,Mazatlán Centro,Mazatlán,Estuche rígido,Accesorios,3,80,0,240
2025-03-12,Galerías,Culiacán,Gotas lubricantes,Accesorios,3,95,0.05,270.75
2025-03-13,Los Mochis,Los Mochis,Lentes progresivos,Lentes,1,2490,0,2490
2025-03-13,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,3,95,0,285
2025-03-13,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,3,95,0.15,242.25
2025-03-13,Mazatlán Centro,Mazatlán,Gotas lubricantes,Accesorios,1,95,0.1,85.5
2025-03-13,Mazatlán Centro,Mazatlán,Lentes bifocales,Lentes,2,1490,0.05,2831.0
2025-03-13,Mazatlán Dorado,Mazatlán,Armazón premium,Armazones,2,890,0.1,1602.0
2025-03-13,Tres Ríos,Culiacán,Armazón de diseñador,Armazones,1,1650,0,1650
2025-03-14,Galerías,Culiacán,Lentes bifocales,Lentes,1,1490,0,1490
2025-03-14,Centro,Culiacán,Gotas lubricantes,Accesorios,3,95,0,285
2025-03-14,Galerías,Culiacán,Estuche rígido,Accesorios,1,80,0,80
2025-03-15,Centro,Culiacán,Consulta visual,Servicios,2,99,0.05,188.1
2025-03-15,Forum,Culiacán,Lentes progresivos,Lentes,2,2490,0,4980
2025-03-15,Tres Ríos,Culiacán,Lentes progresivos,Lentes,2,2490,0.1,4482.0
2025-03-15,Galerías,Culiacán,Consulta visual,Servicios,1,99,0.15,84.15
2025-03-15,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,3,95,0,285
2025-03-15,Tres Ríos,Culiacán,Armazón básico,Armazones,1,350,0,350
2025-03-16,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,2,95,0,190
2025-03-16,Centro,Culiacán,Gotas lubricantes,Accesorios,2,95,0,190
2025-03-16,Centro,Culiacán,Armazón premium,Armazones,3,890,0.1,2403.0
2025-03-16,Mazatlán Centro,Mazatlán,Lentes progresivos,Lentes,1,2490,0,2490
2025-03-16,Los Mochis,Los Mochis,Consulta visual,Servicios,3,99,0.1,267.3
2025-03-17,Galerías,Culiacán,Lentes monofocales,Lentes,1,890,0.1,801.0
2025-03-17,Galerías,Culiacán,Consulta visual,Servicios,2,99,0.1,178.2
2025-03-17,Forum,Culiacán,Armazón básico,Armazones,2,350,0.15,595.0
2025-03-17,Tres Ríos,Culiacán,Estuche rígido,Accesorios,3,80,0,240
2025-03-17,Guasave,Guasave,Microfibra,Accesorios,2,45,0.1,81.0
2025-03-18,Los Mochis,Los Mochis,Armazón premium,Armazones,1,890,0,890
2025-03-18,Guasave,Guasave,Lentes progresivos,Lentes,1,2490,0,2490
2025-03-19,Plaza Fiesta,Culiacán,Microfibra,Accesorios,3,45,0,135
2025-03-19,Tres Ríos,Culiacán,Lentes progresivos,Lentes,2,2490,0,4980
2025-03-19,Plaza Fiesta,Culiacán,Consulta visual,Servicios,1,99,0,99
2025-03-19,Plaza Fiesta,Culiacán,Armazón premium,Armazones,1,890,0.1,801.0
2025-03-19,Mazatlán Centro,Mazatlán,Gotas lubricantes,Accesorios,1,95,0.15,80.75
2025-03-19,Plaza Fiesta,Culiacán,Armazón de diseñador,Armazones,3,1650,0,4950
2025-03-19,Guasave,Guasave,Solución 360ml,Accesorios,3,120,0,360
2025-03-20,Centro,Culiacán,Consulta visual,Servicios,3,99,0,297
2025-03-20,Tres Ríos,Culiacán,Lentes bifocales,Lentes,2,1490,0,2980
2025-03-20,Mazatlán Dorado,Mazatlán,Armazón básico,Armazones,1,350,0.15,297.5
2025-03-21,Forum,Culiacán,Microfibra,Accesorios,2,45,0,90
2025-03-21,Centro,Culiacán,Consulta visual,Servicios,1,99,0,99
2025-03-21,Plaza Fiesta,Culiacán,Gotas lubricantes,Accesorios,2,95,0,190
2025-03-22,Galerías,Culiacán,Consulta visual,Servicios,3,99,0.05,282.15
2025-03-22,Centro,Culiacán,Lentes progresivos,Lentes,1,2490,0.15,2116.5
2025-03-22,Los Mochis,Los Mochis,Estuche rígido,Accesorios,3,80,0.15,204.0
2025-03-22,Mazatlán Centro,Mazatlán,Lentes bifocales,Lentes,2,1490,0,2980
2025-03-23,Tres Ríos,Culiacán,Lentes monofocales,Lentes,3,890,0,2670
2025-03-23,Mazatlán Centro,Mazatlán,Lentes bifocales,Lentes,1,1490,0.1,1341.0
2025-03-23,Los Mochis,Los Mochis,Lentes bifocales,Lentes,2,1490,0,2980
2025-03-23,Forum,Culiacán,Gotas lubricantes,Accesorios,2,95,0.1,171.0
2025-03-23,Guasave,Guasave,Armazón de diseñador,Armazones,2,1650,0.05,3135.0
2025-03-23,Mazatlán Dorado,Mazatlán,Armazón premium,Armazones,1,890,0,890
2025-03-23,Mazatlán Centro,Mazatlán,Consulta visual,Servicios,2,99,0,198
2025-03-23,Los Mochis,Los Mochis,Lentes bifocales,Lentes,1,1490,0.15,1266.5
2025-03-24,Los Mochis,Los Mochis,Lentes progresivos,Lentes,2,2490,0,4980
2025-03-24,Plaza Fiesta,Culiacán,Armazón premium,Armazones,1,890,0,890
2025-03-24,Centro,Culiacán,Armazón premium,Armazones,2,890,0,1780
2025-03-24,Mazatlán Centro,Mazatlán,Lentes monofocales,Lentes,2,890,0,1780
2025-03-24,Tres Ríos,Culiacán,Gotas lubricantes,Accesorios,3,95,0.05,270.75
2025-03-24,Forum,Culiacán,Armazón premium,Armazones,2,890,0.15,1513.0
2025-03-25,Guasave,Guasave,Solución 360ml,Accesorios,1,120,0,120
2025-03-25,Mazatlán Centro,Mazatlán,Estuche rígido,Accesorios,3,80,0,240
2025-03-25,Centro,Culiacán,Lentes monofocales,Lentes,1,890,0,890
2025-03-25,Plaza Fiesta,Culiacán,Lentes bifocales,Lentes,2,1490,0.15,2533.0
2025-03-25,Tres Ríos,Culiacán,Armazón de diseñador,Armazones,3,1650,0.15,4207.5
2025-03-25,Mazatlán Centro,Mazatlán,Lentes progresivos,Lentes,1,2490,0,2490
2025-03-25,Los Mochis,Los Mochis,Armazón premium,Armazones,3,890,0,2670
2025-03-25,Forum,Culiacán,Lentes monofocales,Lentes,3,890,0,2670
2025-03-26,Los Mochis,Los Mochis,Microfibra,Accesorios,1,45,0,45
2025-03-26,Guasave,Guasave,Armazón de diseñador,Armazones,2,1650,0,3300
2025-03-26,Tres Ríos,Culiacán,Armazón premium,Armazones,3,890,0.1,2403.0
2025-03-26,Centro,Culiacán,Lentes bifocales,Lentes,3,1490,0,4470
2025-03-26,Los Mochis,Los Mochis,Lentes progresivos,Lentes,2,2490,0.05,4731.0
2025-03-26,Mazatlán Dorado,Mazatlán,Armazón premium,Armazones,1,890,0.05,845.5
2025-03-26,Plaza Fiesta,Culiacán,Consulta visual,Servicios,1,99,0.1,89.1
2025-03-26,Plaza Fiesta,Culiacán,Armazón de diseñador,Armazones,1,1650,0.05,1567.5
2025-03-26,Plaza Fiesta,Culiacán,Armazón de diseñador,Armazones,2,1650,0.1,2970.0
2025-03-26,Tres Ríos,Culiacán,Gotas lubricantes,Accesorios,3,95,0.15,242.25
2025-03-27,Galerías,Culiacán,Consulta visual,Servicios,3,99,0,297
2025-03-27,Mazatlán Centro,Mazatlán,Armazón básico,Armazones,2,350,0,700
2025-03-27,Forum,Culiacán,Armazón de diseñador,Armazones,2,1650,0,3300
2025-03-27,Mazatlán Centro,Mazatlán,Gotas lubricantes,Accesorios,2,95,0.1,171.0
2025-03-27,Tres Ríos,Culiacán,Gotas lubricantes,Accesorios,1,95,0,95
2025-03-27,Mazatlán Dorado,Mazatlán,Armazón de diseñador,Armazones,1,1650,0,1650
2025-03-27,Mazatlán Centro,Mazatlán,Lentes bifocales,Lentes,2,1490,0.15,2533.0
2025-03-28,Guasave,Guasave,Lentes bifocales,Lentes,3,1490,0,4470
2025-03-28,Forum,Culiacán,Estuche rígido,Accesorios,1,80,0.05,76.0
2025-03-28,Guasave,Guasave,Lentes monofocales,Lentes,3,890,0.1,2403.0
2025-03-28,Los Mochis,Los Mochis,Microfibra,Accesorios,3,45,0,135
2025-03-29,Mazatlán Dorado,Mazatlán,Gotas lubricantes,Accesorios,1,95,0,95
2025-03-29,Centro,Culiacán,Gotas lubricantes,Accesorios,3,95,0,285
2025-03-29,Guasave,Guasave,Lentes bifocales,Lentes,3,1490,0.1,4023.0
2025-03-30,Guasave,Guasave,Armazón básico,Armazones,3,350,0,1050
2025-03-30,Forum,Culiacán,Armazón premium,Armazones,2,890,0.1,1602.0
2025-03-30,Forum,Culiacán,Lentes bifocales,Lentes,3,1490,0.15,3799.5
2025-03-30,Galerías,Culiacán,Solución 360ml,Accesorios,2,120,0.05,228.0
2025-03-30,Galerías,Culiacán,Lentes monofocales,Lentes,1,890,0,890
2025-03-30,Mazatlán Centro,Mazatlán,Lentes bifocales,Lentes,2,1490,0.15,2533.0
2025-03-30,Centro,Culiacán,Gotas lubricantes,Accesorios,2,95,0,190
2025-03-31,Galerías,Culiacán,Armazón de diseñador,Armazones,1,1650,0.05,1567.5
2025-03-31,Guasave,Guasave,Solución 360ml,Accesorios,3,120,0.1,324.0
2025-03-31,Galerías,Culiacán,Armazón de diseñador,Armazones,2,1650,0,3300
2025-03-31,Mazatlán Dorado,Mazatlán,Lentes progresivos,Lentes,3,2490,0.1,6723.0
